iter	Logloss
145	0.5438564379
146	0.5434558206
147	0.5431236572
148	0.5427471842
149	0.5422715801
150	0.5419953711
151	0.5417319219
152	0.5414454059
153	0.5411583109
154	0.5407975426
155	0.5404245323
156	0.5401075082
157	0.5396226816
158	0.5393187622
159	0.5389366559
160	0.5387561911
161	0.5384370704
162	0.5380811406
163	0.537745
164	0.5374120471
165	0.5370868178
166	0.5368071492
167	0.5363388151
168	0.5358835284
169	0.53564895
170	0.5353524704
171	0.5349781508
172	0.5346411103
173	0.5342973804
174	0.5340898589
175	0.5338313669
176	0.5333963459
177	0.5330524876
178	0.5328259281
179	0.532590017
180	0.5322917893
181	0.5320544257
182	0.5318237709
183	0.5314293722
184	0.5310577433
185	0.5306995591
186	0.5303619318
187	0.5299953049
188	0.5297028972
189	0.5294314013
190	0.5290064884
191	0.5286599044
192	0.528284793
193	0.5280608739
194	0.5275405506
195	0.5271934408
196	0.5268754706
197	0.5265645044
198	0.5262667389
199	0.5259960901
200	0.5256457611
201	0.5253869035
202	0.5250594235
203	0.5248479695
204	0.5243823552
205	0.5240802591
206	0.5238023696
207	0.5234158836
208	0.5230634639
209	0.5227506476
210	0.5225113267
211	0.5222082716
212	0.5219251686
213	0.5216824433
214	0.5213468078
215	0.5210512928
216	0.5207797368
217	0.5205088919
218	0.5201601799
219	0.5199711648
220	0.5196955471
221	0.5194532449
222	0.5192141146
223	0.5188074915
224	0.5184021563
225	0.5180883108
226	0.517805245
227	0.5175049995
228	0.5171422511
229	0.5167403246
230	0.51642028
231	0.5161359109
232	0.5157774582
233	0.5154910722
234	0.5151660979
235	0.5148846556
236	0.5147134298
237	0.5144189719
238	0.5140788391
239	0.5136062973
240	0.5133763948
241	0.5130549178
242	0.5126911428
243	0.5124016508
244	0.5120599147
245	0.5117808999
246	0.5114373979
247	0.5111594219
248	0.5108001837
249	0.5105215304
250	0.510237487
251	0.5098654087
252	0.5093761452
253	0.5090804596
254	0.5088801918
255	0.5085561524
256	0.5082583514
257	0.5078574034
258	0.5076080402
259	0.5072825539
260	0.506957065
261	0.5066512707
262	0.50629606
263	0.5060454288
264	0.5057802213
265	0.5053974885
266	0.5050862401
267	0.5047792665
268	0.504505651
269	0.5042872804
270	0.503810531
271	0.5035751247
272	0.5031613457
273	0.5028739419
274	0.5026363328
275	0.5022870272
276	0.5019736521
277	0.5016437764
278	0.5012594284
279	0.5010031878
280	0.5007284539
281	0.5004247516
282	0.5001083598
283	0.4998259822
284	0.4994998476
285	0.4992065856
286	0.4989386598
287	0.4985763449
288	0.4982314259
289	0.4980448453
290	0.4977143313
291	0.4974724472
292	0.4970339904
293	0.4967223719
294	0.4963963834
295	0.4960641159
296	0.4956527651
297	0.4954130748
298	0.4951288021
299	0.4948753597
300	0.4944950189
301	0.4941918684
302	0.4939879493
303	0.4936413945
304	0.4933142102
305	0.4929178195
306	0.4926966147
307	0.4923290234
308	0.4920944702
309	0.4917344771
310	0.4915145283
311	0.4910960996
312	0.4907211042
313	0.4904536692
314	0.4901168406
315	0.4897222477
316	0.4894592582
317	0.4892675576
318	0.4888512841
319	0.4885969231
320	0.4882822545
321	0.4880858396
322	0.4878118083
323	0.4874834682
324	0.4871787267
325	0.4868376549
326	0.4864690119
327	0.4861474941
328	0.485950438
329	0.4856207457
330	0.4851671762
331	0.4848762907
332	0.4845470672
333	0.4841896955
334	0.4839511408
335	0.4835474497
336	0.4832122163
337	0.482890325
338	0.4826824661
339	0.4824571285
340	0.4821494553
341	0.4818208786
342	0.4814808854
343	0.4810998547
344	0.480664256
345	0.4803785703
346	0.4798765281
347	0.4794771634
348	0.4790863597
349	0.4786983456
350	0.4782952442
351	0.4780006653
352	0.4777178608
353	0.4774361036
354	0.4771050111
355	0.476736165
356	0.4765149614
357	0.4762623246
358	0.4759533262
359	0.4756733443
360	0.4752961241
361	0.4747492484
362	0.4745112628
363	0.4740306663
364	0.473621501
365	0.4733769298
366	0.4730229056
367	0.4725512384
368	0.4723029405
369	0.4718822957
370	0.4715748595
371	0.4712213094
372	0.4707478912
373	0.4705119894
374	0.4702362366
375	0.4699892837
376	0.4695970817
377	0.4692915563
378	0.4689701541
379	0.468692795
380	0.4683728695
381	0.4680876037
382	0.467672771
383	0.4673632852
384	0.467117878
385	0.4667060258
386	0.4664031927
387	0.4660950058
388	0.4657467447
389	0.4654380539
390	0.4650587207
391	0.46471179
392	0.4643325768
393	0.4639936754
394	0.4636443676
395	0.4632756935
396	0.4629883175
397	0.462602638
398	0.4622997695
399	0.4620171878
400	0.4617842132
401	0.4615648369
402	0.4611460409
403	0.4608246502
404	0.4605058799
405	0.4601483747
406	0.4598131486
407	0.4595540178
408	0.4591616176
409	0.4588533248
410	0.4585313445
411	0.4582581178
412	0.4579837898
413	0.4576980887
414	0.4573589703
415	0.4570827647
416	0.4567559609
417	0.4564730216
418	0.4560327721
419	0.4557049365
420	0.4553420804
421	0.4550202814
422	0.454692771
423	0.4543944728
424	0.4540593421
425	0.4537647275
426	0.4534989984
427	0.4529861739
428	0.4526248195
429	0.4523799868
430	0.4520494739
431	0.4517265599
432	0.4514172625
433	0.4511473407
434	0.4508730727
435	0.4505347003
436	0.4502306355
437	0.4499904662
438	0.4496652018
439	0.4493018536
440	0.4489770118
441	0.4486062867
442	0.4483692423
443	0.4481936765
444	0.4478456766
445	0.4475025072
446	0.447305525
447	0.4469758451
448	0.4467616843
449	0.4464450126
450	0.4461039268
451	0.4458236972
452	0.4455204822
453	0.4452443303
454	0.4448521752
455	0.4444988192
456	0.4442536386
457	0.4438266891
458	0.4434090236
459	0.443181113
460	0.4428376299
461	0.4425020761
462	0.4422828958
463	0.4420273398
464	0.4416652072
465	0.4413212778
466	0.4410293336
467	0.4408693715
468	0.4405232753
469	0.4402317515
470	0.4398640449
471	0.439519002
472	0.4391184043
473	0.4388071376
474	0.4385117383
475	0.4382668413
476	0.4378402698
477	0.4375830185
478	0.4373764428
479	0.4370400785
480	0.4368694263
481	0.4364669902
482	0.436196744
483	0.4359647991
484	0.435673602
485	0.4355081892
486	0.4351198818
487	0.4348237022
488	0.4345132756
489	0.4342563495
490	0.4340278638
491	0.433689223
492	0.4334598731
493	0.4331466329
494	0.4329051382
495	0.4326245984
496	0.4323501567
497	0.4320912437
498	0.4318765557
499	0.4315704123
500	0.4312980695
501	0.4310166196
502	0.4306064663
503	0.4302946615
504	0.4299987703
505	0.4297385418
506	0.4294441749
507	0.4290816599
508	0.42869822
509	0.4283687249
510	0.4280131187
511	0.4276764579
512	0.4272106586
513	0.4269311735
514	0.4267531981
515	0.4264152963
516	0.4261157301
517	0.4257777287
518	0.4255230973
519	0.4252534274
520	0.4249641587
521	0.4247643571
522	0.4244080943
523	0.4242298424
524	0.4238200839
525	0.4234305534
526	0.4231895922
527	0.4229751337
528	0.4227010896
529	0.4223489573
530	0.421992694
531	0.4216817304
532	0.4213779479
533	0.4211076883
534	0.4208386992
535	0.4205191352
536	0.4202150431
537	0.4198426511
538	0.4194636135
539	0.4191855185
540	0.4189541952
541	0.4187224935
542	0.4185117108
543	0.4183210741
544	0.4179319954
545	0.4176049168
546	0.4173530026
547	0.4171437213
548	0.4167455781
549	0.4164666617
550	0.4161235936
551	0.4158130875
552	0.4154729425
553	0.4153072856
554	0.4150490035
555	0.4146720273
556	0.4144259082
557	0.414215337
558	0.4140283499
559	0.4136340467
560	0.4132100157
561	0.4129559691
562	0.4126448425
563	0.412406116
564	0.4121626189
565	0.4118069043
566	0.4114554152
567	0.4112875732
568	0.4109815501
569	0.4107713076
570	0.4104366562
571	0.410180838
572	0.4099225469
573	0.4095764137
574	0.4094074487
575	0.409135874
576	0.4088165954
577	0.4086068155
578	0.4083227022
579	0.4080418531
580	0.407913782
581	0.4075713304
582	0.4073342083
583	0.4070498463
584	0.4067738204
585	0.4064198406
586	0.406068807
587	0.405717028
588	0.4054577725
589	0.4051969649
590	0.4049310007
591	0.4047074984
592	0.4044966098
593	0.4041929094
594	0.4039524154
595	0.4037090371
596	0.4033902853
597	0.4031574555
598	0.4028271224
599	0.4025219012
600	0.4021560362
601	0.401966041
602	0.4017757105
603	0.4014748883
604	0.4011555123
605	0.4008570593
606	0.4005702001
607	0.4001867334
608	0.4000408286
609	0.3997589997
610	0.3994549426
611	0.3992069959
612	0.398971622
613	0.398642136
614	0.398406543
615	0.3981965989
616	0.3979449509
617	0.39775646
618	0.3975528587
619	0.3972925078
620	0.3970236294
621	0.3967538534
622	0.3964445596
623	0.3962395454
624	0.3959728476
625	0.3956520514
626	0.3952444568
627	0.3949788974
628	0.394733914
629	0.3944673078
630	0.39418166
631	0.3939347565
632	0.3937357128
633	0.3934659956
634	0.393203705
635	0.3929262996
636	0.3925578087
637	0.3923265579
638	0.3921125184
639	0.3918770985
640	0.3916075952
641	0.3912425587
642	0.3909052649
643	0.3905911081
644	0.3902746065
645	0.389937074
646	0.389696053
647	0.3893755516
648	0.3890872115
649	0.3887746711
650	0.3885552511
651	0.3883412924
652	0.388183426
653	0.3879071185
654	0.3876061272
655	0.3873905965
656	0.3871777031
657	0.3869528914
658	0.3867254661
659	0.3864763892
660	0.3862381345
661	0.3859348446
662	0.3856145541
663	0.3853369871
664	0.385075677
665	0.3847208088
666	0.3845040468
667	0.3842833874
668	0.3840609841
669	0.3838278948
670	0.3834975871
671	0.3832780531
672	0.3829931369
673	0.3827144735
674	0.3824257594
675	0.3822807816
676	0.3819896429
677	0.3817662352
678	0.3814917104
679	0.3811611162
680	0.3809343615
681	0.3806651455
682	0.3803329384
683	0.380020275
684	0.3797012418
685	0.3793041331
686	0.3790982298
687	0.3789235929
688	0.3786556343
689	0.3783918687
690	0.3781445407
691	0.3778990611
692	0.377553296
693	0.3773831896
694	0.3770920453
695	0.3769337959
696	0.3767662973
697	0.3765874857
698	0.3763448978
699	0.3760235217
700	0.3757645327
701	0.3754874871
702	0.3753050498
703	0.3750648809
704	0.3748501667
705	0.3745836838
706	0.3743539888
707	0.3740891675
708	0.3738063009
709	0.3735544955
710	0.3732364494
711	0.3730019162
712	0.3726578399
713	0.3724660525
714	0.3722713955
715	0.3719852953
716	0.371714024
717	0.3715380617
718	0.3711723927
719	0.3709559296
720	0.3708536701
721	0.3707198728
722	0.3703701174
723	0.3701904513
724	0.3699935538
725	0.369638818
726	0.369399803
727	0.3690141077
728	0.3687645928
729	0.3684479206
730	0.3683054499
731	0.3679062521
732	0.367562785
733	0.3672401487
734	0.3669702022
735	0.3667557003
736	0.3665587758
737	0.3663191857
738	0.3661706754
739	0.3658251163
740	0.3655656646
741	0.3654002692
742	0.3651447608
743	0.3649865323
744	0.3647933774
745	0.3645491301
746	0.3641618644
747	0.3639855078
748	0.3637773677
749	0.3635382537
750	0.363257095
751	0.362973834
752	0.3627319389
753	0.3624437567
754	0.3621995726
755	0.3619617116
756	0.3617317675
757	0.3615112445
758	0.3613609698
759	0.3611320552
760	0.360897691
761	0.3606592176
762	0.360416934
763	0.3602544624
764	0.3598695315
765	0.3596744761
766	0.3594052532
767	0.3591749654
768	0.3589000557
769	0.3586386208
770	0.3584338708
771	0.3582375537
772	0.3580637978
773	0.357869781
774	0.3576000047
775	0.35737786
776	0.3571358679
777	0.356762978
778	0.3565088962
779	0.3562816602
780	0.3559663781
781	0.3556545664
782	0.355333937
783	0.3551429798
784	0.3549043816
785	0.3546669864
786	0.354510206
787	0.3541828155
788	0.3538319276
789	0.3535648913
790	0.3533587998
791	0.3531194308
792	0.352868173
793	0.3526432488
794	0.3523467058
795	0.3521678634
796	0.3519157349
797	0.3517038731
798	0.351562532
799	0.3513820231
800	0.3511219045
801	0.3508421855
802	0.3505264068
803	0.3501632153
804	0.3499728338
805	0.3497170839
806	0.3494985187
807	0.3492656827
808	0.3490141731
809	0.3487769377
810	0.3486285803
811	0.3484741492
812	0.3481796196
813	0.3479718599
814	0.3476759493
815	0.3473796054
816	0.347093848
817	0.3469020095
818	0.346705093
819	0.3464488031
820	0.3463177614
821	0.3461306368
822	0.3458473674
823	0.3456227769
824	0.345386133
825	0.3452043335
826	0.3449317086
827	0.3447852352
828	0.3446190484
829	0.3443604458
830	0.3441973373
831	0.3439580728
832	0.3437160928
833	0.3435548801
834	0.3433284661
835	0.3431019075
836	0.3429112594
837	0.3426217457
838	0.3424145022
839	0.3422240021
840	0.341906802
841	0.3417180199
842	0.3415413947
843	0.3413610766
844	0.3411338962
845	0.3408747798
846	0.3406185928
847	0.3403050788
848	0.3401070835
849	0.3398627719
850	0.3396081359
851	0.3393852872
852	0.3391060817
853	0.3388441062
854	0.338570258
855	0.3383210794
856	0.3381407666
857	0.3379054466
858	0.3376559278
859	0.3374736275
860	0.3372164779
861	0.3369364295
862	0.3367563795
863	0.3366103005
864	0.3363555347
865	0.3361942409
866	0.3360283968
867	0.3358123998
868	0.3355808515
869	0.3353672674
870	0.3350914031
871	0.3348556371
872	0.334570024
873	0.3342844293
874	0.3340931027
875	0.3338930591
876	0.3337526125
877	0.3335436883
878	0.3332472901
879	0.333036877
880	0.3329265715
881	0.3326577292
882	0.3323539294
883	0.3322042362
884	0.3318958441
885	0.3315957314
886	0.3313751625
887	0.3312465991
888	0.3310636492
889	0.3308627288
890	0.3306512713
891	0.3304652542
892	0.3302535186
893	0.3300473959
894	0.3299183254
895	0.3297625078
896	0.3294979503
897	0.3291681116
898	0.3288844448
899	0.3285581397
900	0.3283851814
901	0.3281056451
902	0.327918331
903	0.32765116
904	0.3273127336
905	0.327100156
906	0.3268493183
907	0.3266410081
908	0.3264407476
909	0.3262012244
910	0.3259854605
911	0.3258045143
912	0.3255278795
913	0.3253348879
914	0.3251142406
915	0.3249170065
916	0.3247387013
917	0.3244797049
918	0.3242921656
919	0.3240708741
920	0.3238321383
921	0.3236302366
922	0.3234255777
923	0.3231007945
924	0.3229276389
925	0.3227540443
926	0.322607051
927	0.3224430628
928	0.3222119386
929	0.3219881112
930	0.3217035123
931	0.3215385807
932	0.3213783877
933	0.3211768614
934	0.3209962296
935	0.3208659653
936	0.3206822665
937	0.3205126029
938	0.3203375193
939	0.3201879446
940	0.3200025225
941	0.3198139521
942	0.3195654148
943	0.3193709041
944	0.3190789385
945	0.3189534324
946	0.3187990323
947	0.3185635734
948	0.3183809753
949	0.3181894944
950	0.3180288552
951	0.3178783347
952	0.3176582431
953	0.3175176932
954	0.3173271876
955	0.3171529265
956	0.3168726369
957	0.3165635591
958	0.3163525409
959	0.3160512823
960	0.3158408859
961	0.3156642329
962	0.3154968728
963	0.3152774809
964	0.3150459362
965	0.3148824442
966	0.3146199853
967	0.3144569477
968	0.3143261435
969	0.3140846585
970	0.3138720369
971	0.3136127772
972	0.3134601251
973	0.3132887027
974	0.3130571674
975	0.3128641795
976	0.3126897698
977	0.3124921544
978	0.3122603102
979	0.3121134402
980	0.3118975231
981	0.3116285494
982	0.3114449834
983	0.311353733
984	0.3111380316
985	0.3108957265
986	0.3106763211
987	0.310426801
988	0.3102307475
989	0.3099995428
990	0.3098432525
991	0.3096578779
992	0.3094599674
993	0.3092203635
994	0.3089800705
995	0.3088055245
996	0.3087034584
997	0.3084143636
998	0.3082406811
999	0.3080155146
